Polymer Type,Unnamed: 1,Polymer,He,H2,O2,N2,CO2,CH4,Unnamed: 18,Unnamed: 19,Unnamed: 20,log10_He,log10_H2,log10_O2,log10_N2,log10_CO2,log10_CH4,log10_He_Bayesian,log10_H2_Bayesian,log10_O2_Bayesian,log10_N2_Bayesian,log10_CO2_Bayesian,log10_CH4_Bayesian,log10_He_Bayesian_std,log10_H2_Bayesian_std,log10_O2_Bayesian_std,log10_N2_Bayesian_std,log10_CH4_Bayesian_std,log10_CO2_Bayesian_std
Substituted Polyacetylenes,,Poly(diphenyl acetylene) poly(5)-Ta,140,230,100,46,590,110,,Katsumata 2006,http://dx.doi.org/10.1002/macp.200600188,2.146128036,2.361727836,2,1.662757832,2.770852012,2.041392685,2.146128036,2.361727836,2,1.662757832,2.770852012,2.041392685,0.086644486,0.097626452,0.071063385,0.082030422,0.134290584,0.142409674
Substituted Polyacetylenes,,Poly(diphenyl acetylene) poly(5)-Ru,220,400,180,64,1010,170,,Katsumata 2006,http://dx.doi.org/10.1002/macp.200600188,2.342422681,2.602059991,2.255272505,1.806179974,3.004321374,2.230448921,2.342422681,2.602059991,2.255272505,1.806179974,3.004321374,2.230448921,0.086979872,0.098140224,0.071514716,0.081988243,0.134666287,0.143223093
Substituted Polyacetylenes,,Poly(phenyl acetylene) 3a,48,64,17,7.6,58,12,,Saeed 2008,http://dx.doi.org/10.1002/macp.200800029,1.681241237,1.806179974,1.230448921,0.880813592,1.763427994,1.079181246,1.681241237,1.806179974,1.230448921,0.880813592,1.763427994,1.079181246,0.085931594,0.096154054,0.070297822,0.081442447,0.13277739,0.141774102
Substituted Polyacetylenes,,Poly(phenyl acetylene) 2a,,,2600,1500,9400,,,Sakaguchi 2009,http://dx.doi.org/10.1002/pola.23687,,,3.414973348,3.176091259,3.973127854,,3.282452046,3.6141909,3.414973348,3.176091259,3.973127854,3.489688668,0.086551006,0.097555808,0.071118364,0.082112256,0.134454202,0.143201328
Substituted Polyacetylenes,,Poly(phenyl acetylene) 2ab (2:1),,,1300,600,5600,,,Sakaguchi 2009,http://dx.doi.org/10.1002/pola.23687,,,3.113943352,2.77815125,3.748188027,,3.086214319,3.411705631,3.113943352,2.77815125,3.748188027,3.067922197,0.086891959,0.098010589,0.071291319,0.082248535,0.134939228,0.143313608
Substituted Polyacetylenes,,Poly(phenyl acetylene) 2ab (1:1),,,900,410,3900,,,Sakaguchi 2009,http://dx.doi.org/10.1002/pola.23687,,,2.954242509,2.612783857,3.591064607,,2.977553308,3.281909462,2.954242509,2.612783857,3.591064607,2.890254436,0.086844726,0.097958888,0.071250428,0.082226588,0.134852056,0.143233764
Substituted Polyacetylenes,,Poly(phenyl acetylene) 2ab (1:2),,,690,320,3300,,,Sakaguchi 2009,http://dx.doi.org/10.1002/pola.23687,,,2.838849091,2.505149978,3.51851394,,2.876694542,3.175740488,2.838849091,2.505149978,3.51851394,2.798181793,0.086889556,0.098034221,0.071232666,0.082280685,0.134911748,0.143104319
Substituted Polyacetylenes,,Poly(phenyl acetylene) 2ab (1:4),,,850,430,3700,,,Sakaguchi 2009,http://dx.doi.org/10.1002/pola.23687,,,2.929418926,2.633468456,3.568201724,,2.939420783,3.233871948,2.929418926,2.633468456,3.568201724,2.928506841,0.086705069,0.097791605,0.071140534,0.082194934,0.134644292,0.143050104
Substituted Polyacetylenes,,Poly(phenyl acetylene) 2b,,,1200,550,4600,,,Sakaguchi 2009,http://dx.doi.org/10.1002/pola.23687,,,3.079181246,2.740362689,3.662757832,,3.084712843,3.391166733,3.079181246,2.740362689,3.662757832,3.002152335,0.086756682,0.097825774,0.07124288,0.082155428,0.134725996,0.143341733
Substituted Polyacetylenes,,Poly(phenyl acetylene) 3a (sulfonated),,,45,11,340,,,Sakaguchi 2009,http://dx.doi.org/10.1002/pola.23687,,,1.653212514,1.041392685,2.531478917,,2.099956435,2.329589703,1.653212514,1.041392685,2.531478917,1.233899419,0.087956044,0.099401568,0.071753254,0.082756105,0.136338601,0.143409411
Substituted Polyacetylenes,,Poly(phenyl acetylene) 3ab (2:1) (sulf.),,,1.3,0.29,17,,,Sakaguchi 2009,http://dx.doi.org/10.1002/pola.23687,,,0.113943352,-0.537602002,1.230448921,,0.957067608,1.04199733,0.113943352,-0.537602002,1.230448921,-0.355250485,0.088551095,0.100205278,0.07175888,0.083283086,0.136982608,0.142680157
Substituted Polyacetylenes,,Poly(phenyl acetylene) 3ab (1:1) (sulf.),,,1.7,0.42,16,,,Sakaguchi 2009,http://dx.doi.org/10.1002/pola.23687,,,0.230448921,-0.37675071,1.204119983,,1.077245061,1.130992685,0.230448921,-0.37675071,1.204119983,-0.236819054,0.087818224,0.09928014,0.071436694,0.082830398,0.135948879,0.142611979
Substituted Polyacetylenes,,Poly(phenyl acetylene) 3ab (1:2) (sulf.),,,1.1,0.21,9.1,,,Sakaguchi 2009,http://dx.doi.org/10.1002/pola.23687,,,0.041392685,-0.677780705,0.959041392,,1.019962955,1.047765962,0.041392685,-0.677780705,0.959041392,-0.62325886,0.087891275,0.099333733,0.07157749,0.082748107,0.136024146,0.142981819
Substituted Polyacetylenes,,Poly(phenyl acetylene) 3ab (1:4) (sulf.),,,0.96,0.12,8.2,,,Sakaguchi 2009,http://dx.doi.org/10.1002/pola.23687,,,-0.017728767,-0.920818754,0.913813852,,1.055052306,1.10644822,-0.017728767,-0.920818754,0.913813852,-0.938057905,0.088617802,0.100167507,0.072082949,0.082970677,0.137044575,0.143786327
Substituted Polyacetylenes,,Poly(phenyl acetylene) 3b sulfonated,,,2.5,0.28,21,,,Sakaguchi 2009,http://dx.doi.org/10.1002/pola.23687,,,0.397940009,-0.552841969,1.322219295,,1.365823691,1.481584189,0.397940009,-0.552841969,1.322219295,-0.563544728,0.088971497,0.100568179,0.072352051,0.083074866,0.137606967,0.144295922
Substituted Polyacetylenes,PTPSDPA,Poly[1-phenyl-2-[p-(triisopropylsilyl)phenyl]acetylene,420,740,350,170,1300,390,,Nagai 2000,http://dx.doi.org/10.1002/(SICI)1099-0488(20000601)38:11%3C1474::AID-POLB70%3E3.0.CO;2-6,2.62324929,2.86923172,2.544068044,2.230448921,3.113943352,2.591064607,2.62324929,2.86923172,2.544068044,2.230448921,3.113943352,2.591064607,0.086398158,0.097410245,0.071084893,0.081836682,0.133778381,0.143108201
Thermally Rearranged Polymers,HPI,,62,35,2.6,0.4,9.9,0.08,,Choi 2010,http://www.sciencedirect.com/science/article/B6TGK-4XVK3X5-5/2/e75560a929cc2b7a2cce568ef9c7c8b8,1.792391689,1.544068044,0.414973348,-0.397940009,0.995635195,-1.096910013,1.792391689,1.544068044,0.414973348,-0.397940009,0.995635195,-1.096910013,0.087289598,0.098820629,0.071829611,0.08304512,0.137165615,0.143582471
Thermally Rearranged Polymers,PBO,,2647,4194,1092,284,4201,151,,Choi 2010,http://www.sciencedirect.com/science/article/B6TGK-4XVK3X5-5/2/e75560a929cc2b7a2cce568ef9c7c8b8,3.422753941,3.622628426,3.038222638,2.45331834,3.623352682,2.178976947,3.422753941,3.622628426,3.038222638,2.45331834,3.623352682,2.178976947,0.08768993,0.098999571,0.071860162,0.082990763,0.137259741,0.144060645
Thermally Rearranged Polymers,HPI-co-PPL 82,,,,5.7,0.93,25,,,Choi 2010,http://www.sciencedirect.com/science/article/B6TGK-4XVK3X5-5/2/e75560a929cc2b7a2cce568ef9c7c8b8,,,0.755874856,-0.031517051,1.397940009,,1.657705292,1.71849963,0.755874856,-0.031517051,1.397940009,-0.086440278,0.087488916,0.098712928,0.071623799,0.082271913,0.13549519,0.143828997
Thermally Rearranged Polymers,PBO-co-PPL 82,,1379,1989,421,94,1874,50,,Choi 2010,http://www.sciencedirect.com/science/article/B6TGK-4XVK3X5-5/2/e75560a929cc2b7a2cce568ef9c7c8b8,3.139564266,3.298634783,2.624282096,1.973127854,3.272769587,1.698970004,3.139564266,3.298634783,2.624282096,1.973127854,3.272769587,1.698970004,0.087865983,0.099378481,0.072028344,0.083096533,0.137549374,0.144164073
Thermally Rearranged Polymers,HPI-co-PPL 55,,,,3.2,0.49,15,,,Choi 2010,http://www.sciencedirect.com/science/article/B6TGK-4XVK3X5-5/2/e75560a929cc2b7a2cce568ef9c7c8b8,,,0.505149978,-0.30980392,1.176091259,,1.485046706,1.522633115,0.505149978,-0.30980392,1.176091259,-0.379661908,0.087576304,0.098826748,0.071648016,0.082322179,0.135592448,0.143794504
Thermally Rearranged Polymers,PBO-co-PPL 55,,1489,2895,475,85,1805,46,,Choi 2010,http://www.sciencedirect.com/science/article/B6TGK-4XVK3X5-5/2/e75560a929cc2b7a2cce568ef9c7c8b8,3.172894698,3.461648568,2.67669361,1.929418926,3.256477206,1.662757832,3.172894698,3.461648568,2.67669361,1.929418926,3.256477206,1.662757832,0.088359479,0.09928327,0.071861508,0.082959834,0.137382722,0.144448445
Thermally Rearranged Polymers,HPI-co-PPL 28,,,,3.2,0.53,11,,,Choi 2010,http://www.sciencedirect.com/science/article/B6TGK-4XVK3X5-5/2/e75560a929cc2b7a2cce568ef9c7c8b8,,,0.505149978,-0.27572413,1.041392685,,1.526067727,1.519783972,0.505149978,-0.27572413,1.041392685,-0.396449952,0.087088929,0.098187665,0.071427726,0.082042506,0.134871037,0.143729607
Thermally Rearranged Polymers,PBO-co-PPL 28,,1105,1680,132,18,525,6.7,,Choi 2010,http://www.sciencedirect.com/science/article/B6TGK-4XVK3X5-5/2/e75560a929cc2b7a2cce568ef9c7c8b8,3.043362278,3.225309282,2.120573931,1.255272505,2.720159303,0.826074803,3.043362278,3.225309282,2.120573931,1.255272505,2.720159303,0.826074803,0.089231029,0.101153439,0.072526057,0.083796302,0.138885578,0.14597105
Thermally Rearranged Polymers,API 300,,,,34,5.2,138,,,Choi 2010,http://www.sciencedirect.com/science/article/B6TGK-4XVK3X5-5/2/e75560a929cc2b7a2cce568ef9c7c8b8,,,1.531478917,0.716003344,2.139879086,,2.218926983,2.384765815,1.531478917,0.716003344,2.139879086,0.688219473,0.087887417,0.099149548,0.071934141,0.08238248,0.136151228,0.14451158
Thermally Rearranged Polymers,PPL 450,,240,376,65,13,294,8.1,,Choi 2010,http://www.sciencedirect.com/science/article/B6TGK-4XVK3X5-5/2/e75560a929cc2b7a2cce568ef9c7c8b8,2.380211242,2.575187845,1.812913357,1.113943352,2.46834733,0.908485019,2.380211242,2.575187845,1.812913357,1.113943352,2.46834733,0.908485019,0.087474341,0.097921262,0.071236439,0.082357522,0.135962475,0.142789367
Thermally Rearranged Polymers,PIH,,,,1.95,0.36,5.98,0.17,,Maya 2010,http://www.sciencedirect.com/science/article/pii/S0376738809008825,,,0.290034611,-0.443697499,0.776701184,-0.769551079,1.504641948,1.395529248,0.290034611,-0.443697499,0.776701184,-0.769551079,0.086787296,0.097926437,0.071213363,0.082213162,0.134950948,0.143403135
Thermally Rearranged Polymers,PIA,,,,1.61,0.2,5.22,0.06,,Maya 2010,http://www.sciencedirect.com/science/article/pii/S0376738809008825,,,0.206825876,-0.698970004,0.717670503,-1.22184875,1.605062892,1.48071857,0.206825876,-0.698970004,0.717670503,-1.22184875,0.087593519,0.098935067,0.071689168,0.082692796,0.136383456,0.144177429
Thermally Rearranged Polymers,PPM-425,,,,10.45,1.74,39.1,0.65,,Maya 2010,http://www.sciencedirect.com/science/article/pii/S0376738809008825,,,1.01911629,0.240549248,1.592176757,-0.187086643,2.112319937,2.090268054,1.01911629,0.240549248,1.592176757,-0.187086643,0.087601727,0.099034516,0.071675066,0.082845337,0.136625455,0.143978806
Thermally Rearranged Polymers,PPM-450,,,,12.79,2.21,52,0.87,,Maya 2010,http://www.sciencedirect.com/science/article/pii/S0376738809008825,,,1.106870544,0.344392274,1.716003344,-0.060480747,2.155599623,2.151968812,1.106870544,0.344392274,1.716003344,-0.060480747,0.087672082,0.099146645,0.071695574,0.082917399,0.13676657,0.143915934
Thermally Rearranged Polymers,PPM-475,,,,22.17,4.21,94.8,2.02,,Maya 2010,http://www.sciencedirect.com/science/article/pii/S0376738809008825,,,1.345765693,0.624282096,1.976808337,0.305351369,2.264107516,2.306064832,1.345765693,0.624282096,1.976808337,0.305351369,0.087627786,0.099080865,0.071671532,0.082860528,0.136639163,0.143829492
Thermally Rearranged Polymers,TR tPBO polybenzoxazole,,2647,4194,1092,284,4201,151,,Han 2010,http://dx.doi.org/10.1021/ma101549z,3.422753941,3.622628426,3.038222638,2.45331834,3.623352682,2.178976947,3.422753941,3.622628426,3.038222638,2.45331834,3.623352682,2.178976947,0.08768993,0.098999571,0.071860162,0.082990763,0.137259741,0.144060645
Thermally Rearranged Polymers,TR aPBO polybenzoxazole,,356,408,81,19,398,12,,Han 2010,http://dx.doi.org/10.1021/ma101549z,2.551449998,2.610660163,1.908485019,1.278753601,2.599883072,1.079181246,2.551449998,2.610660163,1.908485019,1.278753601,2.599883072,1.079181246,0.087334207,0.098883871,0.071839355,0.082809812,0.136742817,0.143585375
Thermally Rearranged Polymers,TR cPBO polybenzoxazole,,1656,3612,1306,431,5568,252,,Han 2010,http://dx.doi.org/10.1021/ma101549z,3.219060332,3.557747742,3.115943177,2.63447727,3.745699227,2.401400541,3.219060332,3.557747742,3.115943177,2.63447727,3.745699227,2.401400541,0.087248627,0.097175083,0.07086925,0.082370367,0.135852451,0.14203307
Thermally Rearranged Polymers,TR sPBO polybenzoxazole,,1775,3585,1354,350,5903,260,,Han 2010,http://dx.doi.org/10.1021/ma101549z,3.249198357,3.55448916,3.131618664,2.544068044,3.771072783,2.414973348,3.249198357,3.55448916,3.131618664,2.544068044,3.771072783,2.414973348,0.08747807,0.097920833,0.071454422,0.082440948,0.136456745,0.143002153
Thermally Rearranged Polymers,,Urethane-urea polyether 1,41,42,28,11,190,34,,Li 2011,http://www.sciencedirect.com/science/article/pii/S037673881000877X,1.612783857,1.62324929,1.447158031,1.041392685,2.278753601,1.531478917,1.612783857,1.62324929,1.447158031,1.041392685,2.278753601,1.531478917,0.08622674,0.09745006,0.071907661,0.081856896,0.134577667,0.142956147
Thermally Rearranged Polymers,,Urethane-urea polyether 2,35,37,22,9.2,170,25,,Li 2011,http://www.sciencedirect.com/science/article/pii/S037673881000877X,1.544068044,1.568201724,1.342422681,0.963787827,2.230448921,1.397940009,1.544068044,1.568201724,1.342422681,0.963787827,2.230448921,1.397940009,0.086337567,0.097435642,0.071643961,0.082012407,0.13471556,0.142305384
Thermally Rearranged Polymers,,Urethane-urea polyether 3,28,35,21,8.5,170,20,,Li 2011,http://www.sciencedirect.com/science/article/pii/S037673881000877X,1.447158031,1.544068044,1.322219295,0.929418926,2.230448921,1.301029996,1.447158031,1.544068044,1.322219295,0.929418926,2.230448921,1.301029996,0.086342605,0.096632975,0.071074541,0.08175713,0.13440909,0.14113279
Thermally Rearranged Polymers,,Urethane-urea polyether 4,25,32,20,7.2,150,22,,Li 2011,http://www.sciencedirect.com/science/article/pii/S037673881000877X,1.397940009,1.505149978,1.301029996,0.857332496,2.176091259,1.342422681,1.397940009,1.505149978,1.301029996,0.857332496,2.176091259,1.342422681,0.086412439,0.096852369,0.071327105,0.081582911,0.134217456,0.141805211
Thermally Rearranged Polymers,,Urethane-urea polyether 5,10,12,8,2.4,69,9.1,,Li 2011,http://www.sciencedirect.com/science/article/pii/S037673881000877X,1,1.079181246,0.903089987,0.380211242,1.838849091,0.959041392,1,1.079181246,0.903089987,0.380211242,1.838849091,0.959041392,0.086692451,0.096998349,0.071623878,0.08151329,0.134480611,0.142029404
Uncategorised,PMDA-ODA,polypyromellitimide of oxydianiline,8,,0.61,0.1,2.7,0.059,,Kim 1988,http://www.sciencedirect.com/science/article/pii/S0376738800850681,0.903089987,,-0.214670165,-1,0.431363764,-1.229147988,0.903089987,0.814263116,-0.214670165,-1,0.431363764,-1.229147988,0.086685139,0.097066105,0.07091278,0.081812778,0.134546206,0.142065491
Uncategorised,PMDA-MDA,polypyromellitimide of methylenedianiline,9.4,,0.98,0.2,4,0.093,,Kim 1988,http://www.sciencedirect.com/science/article/pii/S0376738800850681,0.973127854,,-0.008773924,-0.698970004,0.602059991,-1.031517051,0.973127854,0.866368691,-0.008773924,-0.698970004,0.602059991,-1.031517051,0.086091174,0.095828393,0.07043027,0.081514269,0.133960285,0.140915953
Uncategorised,PMDA-IPDA,polypyromellitimide of isopropylidenedianiline,37.1,17,7.1,1.5,27,0.9,,Kim 1988,http://www.sciencedirect.com/science/article/pii/S0376738800850681,1.56937391,1.230448921,0.851258349,0.176091259,1.431363764,-0.045757491,1.56937391,1.230448921,0.851258349,0.176091259,1.431363764,-0.045757491,0.085774831,0.096151486,0.072194447,0.082038751,0.13615818,0.143477471
Uncategorised,BPA-PEI,bisphenol-A polyetherimide,9.4,,0.4,0.0526,1.3,0.0356,,Barbari 1989,http://www.sciencedirect.com/science/article/pii/S0376738800823662,0.973127854,,-0.397940009,-1.279014256,0.113943352,-1.448550002,0.973127854,0.858101797,-0.397940009,-1.279014256,0.113943352,-1.448550002,0.087279624,0.098646297,0.071591332,0.082115494,0.13479746,0.144265678
Uncategorised,SBI-PEI,"6,6'-dihydroxy-3,3,3',3'-tetramethyl-1,1'-spirobiidane polyetherimide",20.7,,1.4,0.203,4.5,0.155,,Pessan 1993,http://65.54.113.26/Author/13210185/luiz-antonio-pessan,1.315970345,,0.146128036,-0.692503962,0.653212514,-0.809668302,1.315970345,1.272124386,0.146128036,-0.692503962,0.653212514,-0.809668302,0.087244703,0.09852011,0.071581599,0.082053271,0.134811381,0.144209867
Uncategorised,12H PEK,12 hydrogen poly(ether ketone),11.8,12.4,1.1,0.21,4.4,0.22,,Mohr 1991,http://www.sciencedirect.com/science/article/pii/003238619190079X,1.071882007,1.093421685,0.041392685,-0.677780705,0.643452676,-0.657577319,1.071882007,1.093421685,0.041392685,-0.677780705,0.643452676,-0.657577319,0.087071059,0.097921477,0.071080504,0.081938461,0.134164875,0.143197276
Uncategorised,6H6F PEK,6 hydrogen 6 flourine poly(ether ketone),26.4,22.8,2.4,0.44,8,0.345,,Mohr 1991,http://www.sciencedirect.com/science/article/pii/003238619190079X,1.421603927,1.357934847,0.380211242,-0.356547324,0.903089987,-0.462180905,1.421603927,1.357934847,0.380211242,-0.356547324,0.903089987,-0.462180905,0.086733083,0.097913289,0.071379506,0.081930298,0.134514929,0.143572143
Uncategorised,12F PEK,12 flourine poly(ether ketone),42,31.4,3.7,0.76,11.5,0.477,,Mohr 1991,http://www.sciencedirect.com/science/article/pii/003238619190079X,1.62324929,1.496929648,0.568201724,-0.119186408,1.06069784,-0.321481621,1.62324929,1.496929648,0.568201724,-0.119186408,1.06069784,-0.321481621,0.086452457,0.097818082,0.071440582,0.082060537,0.134759141,0.143587315
Uncategorised,PPS,"poly(1,4-phenytlene sulfide)",5.15,,0.38,0.046,1.6,0.066,,Aguilar-Vega 1993,http://dx.doi.org/10.1002/polb.1993.090311114,0.711807229,,-0.420216403,-1.337242168,0.204119983,-1.180456064,0.711807229,0.712356983,-0.420216403,-1.337242168,0.204119983,-1.180456064,0.087771954,0.09904943,0.071841072,0.081852388,0.134495474,0.144532921
Uncategorised,PDMPO,"poly(2,6-dimethyl-1,4-phenylene oxide",82.3,,14.6,3.5,65.5,4.1,,Aguilar-Vega 1993,http://dx.doi.org/10.1002/polb.1993.090311114,1.915399835,,1.164352856,0.544068044,1.8162413,0.612783857,1.915399835,2.010154059,1.164352856,0.544068044,1.8162413,0.612783857,0.087286746,0.098836127,0.071541519,0.082398003,0.13516053,0.143889612
Uncategorised,PDPPO,"poly(2,6-diphenyl-1,4-phenylene oxide",32.7,,7.7,1.5,39.9,2.7,,Aguilar-Vega 1993,http://dx.doi.org/10.1002/polb.1993.090311114,1.514547753,,0.886490725,0.176091259,1.600972896,0.431363764,1.514547753,1.668301534,0.886490725,0.176091259,1.600972896,0.431363764,0.087473231,0.098569963,0.071584394,0.081958343,0.134729221,0.143658221
Uncategorised,PBK,bisphenol-A poly(bisketone),8.9,8.9,0.75,0.13,3.3,0.14,,Aitken 1993,http://dx.doi.org/10.1002/polb.1993.090310808,0.949390007,0.949390007,-0.124938737,-0.886056648,0.51851394,-0.853871964,0.949390007,0.949390007,-0.124938737,-0.886056648,0.51851394,-0.853871964,0.087213612,0.098214517,0.071253714,0.081994725,0.134390444,0.143353527
Uncategorised,PBK-S,bisphenol-S poly(bisketone),7.7,8.3,0.64,0.11,3.27,0.12,,Aitken 1993,http://dx.doi.org/10.1002/polb.1993.090310808,0.886490725,0.919078092,-0.193820026,-0.958607315,0.514547753,-0.920818754,0.886490725,0.919078092,-0.193820026,-0.958607315,0.514547753,-0.920818754,0.087495082,0.098440491,0.071222251,0.082175101,0.134701832,0.143248924
Uncategorised,PBSF,bisphenol-A ply(bissulfone),16.9,20.1,2.39,0.47,10.8,0.5,,Aitken 1993,http://dx.doi.org/10.1002/polb.1993.090310808,1.227886705,1.303196057,0.378397901,-0.327902142,1.033423755,-0.301029996,1.227886705,1.303196057,0.378397901,-0.327902142,1.033423755,-0.301029996,0.086987328,0.097506843,0.070967422,0.081827686,0.134294179,0.142602832
